iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BLM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.270784,
BLM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.270792,
BLR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,1081810.743,tonnes,annual,2023-10-03 21:12:43.271358,
BLR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,52.91073553,tonnes,annual,2023-10-03 21:12:43.271368,
BLR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,10.38181965,tonnes,annual,2023-10-03 21:12:43.271376,
BLR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,1093573.372,tonnes,annual,2023-10-03 21:12:43.271384,
ALA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.257246,
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,100953.565,tonnes,annual,2023-10-03 21:12:43.257788,
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,4.629740399,tonnes,annual,2023-10-03 21:12:43.257798,
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,0.891076033,tonnes,annual,2023-10-03 21:12:43.257805,
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,101974.1575,tonnes,annual,2023-10-03 21:12:43.257814,
ALB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,101983.8324,tonnes,annual,2023-10-03 21:12:43.257821,
AND,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.258389,
AND,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.258402,
AND,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.25841,
AND,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.25842,
AND,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.258429,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,11048018.65,tonnes,annual,2023-10-03 21:12:43.258983,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,770.3515982,tonnes,annual,2023-10-03 21:12:43.258993,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,122.8743077,tonnes,annual,2023-10-03 21:12:43.259,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,11209699.59,tonnes,annual,2023-10-03 21:12:43.259008,
ARE,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,11209796.13,tonnes,annual,2023-10-03 21:12:43.259016,
ARG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,5674518.973,tonnes,annual,2023-10-03 21:12:43.259559,
ARG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,373.5569133,tonnes,annual,2023-10-03 21:12:43.25957,
ARG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,55.79285032,tonnes,annual,2023-10-03 21:12:43.259577,
ARG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,5751716.616,tonnes,annual,2023-10-03 21:12:43.259585,
ARG,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,5752046.788,tonnes,annual,2023-10-03 21:12:43.259593,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.260203,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.260215,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.260223,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.260233,
ARM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.260241,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.260786,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.260798,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.260806,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.260816,
ASM,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.260824,
ATA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.261382,
CAF,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.277617,
BLR,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,1093583.158,tonnes,annual,2023-10-03 21:12:43.271392,
BLZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.272094,
BLZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.272115,
BLZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.272129,
BLZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.27214,
BLZ,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.27215,
BMU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.272779,
BMU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.272791,
BMU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.272799,
BMU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.272809,
BMU,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.272817,
BOL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,162250.8688,tonnes,annual,2023-10-03 21:12:43.273391,
BOL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,25.09442762,tonnes,annual,2023-10-03 21:12:43.273401,
BOL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,2.489725934,tonnes,annual,2023-10-03 21:12:43.273408,
BOL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,167011.3763,tonnes,annual,2023-10-03 21:12:43.273417,
BOL,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,167012.1218,tonnes,annual,2023-10-03 21:12:43.273424,
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,25275904.68,tonnes,annual,2023-10-03 21:12:43.273981,
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,1639.005738,tonnes,annual,2023-10-03 21:12:43.274009,
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,239.1567794,tonnes,annual,2023-10-03 21:12:43.274019,
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,25612850.84,tonnes,annual,2023-10-03 21:12:43.274027,
BRA,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,25614731.23,tonnes,annual,2023-10-03 21:12:43.274034,
BRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.274593,
BRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.274606,
BRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.274615,
BRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.274625,
BRB,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.274633,
BRN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,1044753.964,tonnes,annual,2023-10-03 21:12:43.275198,
BRN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,50.32945867,tonnes,annual,2023-10-03 21:12:43.275209,
BRN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,9.287808167,tonnes,annual,2023-10-03 21:12:43.275216,
BRN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,1055719.076,tonnes,annual,2023-10-03 21:12:43.275225,
BRN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,1055818.53,tonnes,annual,2023-10-03 21:12:43.275233,
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.275778,
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.27579,
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.275798,
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_100yr,,tonnes,annual,2023-10-03 21:12:43.275808,
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2e_20yr,,tonnes,annual,2023-10-03 21:12:43.275817,
BVT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,co2,,tonnes,annual,2023-10-03 21:12:43.276387,
BVT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,ch4,,tonnes,annual,2023-10-03 21:12:43.276401,
BVT,2015-01-01 00:00:00,2015-12-31 00:00:00,oil-and-gas-refining,n2o,,tonnes,annual,2023-10-03 21:12:43.276414,
