iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BFA,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,1.7399844,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.096925
GGY,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GGY,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
GGY,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
GGY,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
GGY,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
GLP,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
BHS,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,32.351709,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BHS,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,5.76679e-05,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BHS,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0.00173004,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BHS,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,32.5122566856,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
BHS,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,32.415432113499996,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
GMB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GMB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
BEN,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,340.628,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:41.817277
BEN,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,28612.752,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:41.817277
BEN,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,9537.583999999999,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:12:41.817277
GIN,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GIN,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
GNB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GNB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
